Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type,Wilderness_Area,Soil_Type
2800.0,45,12,0.0,0,2244,223.0,214,124,2958,Spruce/Fir,1,20
3257.0,336,9,693.0,52,3443,199.0,227,167,4246,Spruce/Fir,1,23
3188.0,278,5,210.0,13,3634,206.0,241,173,4526,Spruce/Fir,1,29
2952.0,62,8,192.0,30,4487,227.0,223,130,5251,Lodgepole Pine,1,29
2932.0,237,16,342.0,36,5797,189.0,252,198,6409,Spruce/Fir,1,29
3050.0,281,4,630.0,85,5540,209.0,240,169,6162,Lodgepole Pine,1,12
2955.0,285,11,212.0,19,4302,188.0,240,192,5057,Lodgepole Pine,1,29
2791.0,41,17,458.0,-18,1740,220.0,201,111,2294,Lodgepole Pine,1,12
3172.0,162,3,180.0,7,3632,222.0,240,153,4624,Spruce/Fir,1,29
3116.0,69,14,297.0,-6,3870,234.0,212,107,4802,Spruce/Fir,1,29
2895.0,51,10,162.0,0,3326,225.0,219,127,4002,Lodgepole Pine,1,12
3182.0,122,6,134.0,7,3510,230.0,235,138,4585,Spruce/Fir,1,29
3024.0,81,9,218.0,49,4152,233.0,224,123,5114,Lodgepole Pine,1,29
2962.0,251,9,480.0,66,5863,201.0,246,183,6356,Lodgepole Pine,1,29
2978.0,27,4,192.0,13,4780,218.0,230,149,5502,Lodgepole Pine,1,12
2952.0,40,12,323.0,0,4558,221.0,213,124,5268,Lodgepole Pine,1,12
2945.0,348,13,255.0,32,3768,194.0,217,161,4425,Lodgepole Pine,1,12
3149.0,188,7,134.0,17,3718,221.0,245,159,4831,Spruce/Fir,1,29
2833.0,150,15,242.0,23,1953,238.0,238,126,2407,Spruce/Fir,1,30
3136.0,185,10,42.0,4,3623,222.0,248,158,4858,Spruce/Fir,1,29
2851.0,49,13,268.0,46,2538,225.0,211,118,3037,Lodgepole Pine,1,29
2933.0,111,8,300.0,20,3644,234.0,231,129,4221,Lodgepole Pine,1,12
2810.0,110,6,421.0,0,1871,230.0,234,138,2178,Spruce/Fir,1,12
3267.0,85,10,484.0,62,3194,235.0,223,119,4518,Spruce/Fir,1,40
3188.0,30,16,85.0,13,3340,213.0,203,121,4753,Spruce/Fir,1,29
2955.0,37,5,426.0,42,3905,220.0,229,145,4475,Lodgepole Pine,1,12
3001.0,276,9,752.0,103,5893,197.0,242,184,6012,Lodgepole Pine,1,29
3008.0,281,10,762.5,110,5864,194.0,241,187,5998,Lodgepole Pine,1,29
2942.0,28,5,391.0,29,3707,218.0,230,148,4228,Lodgepole Pine,1,12
2921.0,331,9,395.0,8,3516,200.0,230,169,4024,Lodgepole Pine,1,12
2985.0,315,5,361.0,20,5023,206.0,235,169,5570,Lodgepole Pine,1,12
2978.0,289,14,570.0,42,4480,179.0,238,198,5007,Lodgepole Pine,1,12
2889.0,51,20,362.0,66,2689,225.0,193,94,3049,Lodgepole Pine,1,29
2814.0,103,3,210.0,4,2145,225.0,235,145,2316,Lodgepole Pine,1,12
2938.0,127,9,408.0,107,2896,236.0,234,128,3239,Lodgepole Pine,1,12
2828.0,95,11,127.0,15,2467,238.0,224,116,2714,Lodgepole Pine,1,29
3146.0,95,12,240.0,-28,3287,239.0,222,112,5052,Spruce/Fir,1,30
2977.0,94,8,466.0,12,4283,232.0,229,129,4676,Lodgepole Pine,1,12
3034.0,45,2,680.0,46,5544,220.0,234,151,5490,Lodgepole Pine,1,12
3083.0,61,19,192.0,-9,3320,232.0,197,90,5380,Spruce/Fir,1,30
3044.0,23,5,210.0,-25,3481,217.0,228,148,5476,Spruce/Fir,1,20
2982.0,90,8,242.0,-35,3695,232.0,228,129,5609,Spruce/Fir,1,20
2901.0,176,15,256.0,49,3181,226.0,247,149,3360,Lodgepole Pine,1,30
2995.0,66,6,247.0,13,4770,227.0,227,135,5126,Lodgepole Pine,1,29
2528.0,151,6,108.0,4,598,228.0,240,145,390,Lodgepole Pine,1,23
3188.0,112,8,60.0,3,2880,235.0,231,128,5166,Spruce/Fir,1,29
2939.0,243,24,400.0,41,5619,169.5,250,216,5753,Lodgepole Pine,1,29
3008.0,215,11,696.0,112,5880,209.0,251,176,5600,Lodgepole Pine,1,29
3021.0,238,9,762.5,117,5855,204.0,248,181,5543,Lodgepole Pine,1,29
2937.0,80,11,330.0,15,4094,234.0,221,118,4354,Lodgepole Pine,1,12
2844.0,317,10,67.0,20,2758,194.0,231,178,2724,Lodgepole Pine,1,29
2781.0,13,3,351.0,25,2148,216.0,233,154,1707,Lodgepole Pine,1,29
2945.0,252,18,421.0,47,5615,176.0,249,209,5686,Lodgepole Pine,1,29
2857.0,143,12,85.0,8,3111,238.0,237,127,3161,Lodgepole Pine,1,30
3021.0,53,7,258.0,-12,3544,224.0,224,134,5720,Spruce/Fir,1,29
2919.0,141,3,192.0,3,3992,225.0,238,149,6047,Spruce/Fir,1,29
2800.0,185,9,170.0,22,2382,222.0,246,158,2001,Lodgepole Pine,1,12
2773.0,151,18,350.0,117,1680,240.0,237,119,983,Aspen,1,30
2759.0,144,17,300.0,105,1590,242.0,234,115,895,Aspen,1,30
2714.0,117,20,242.0,93,1470,250.0,217,85,779,Aspen,1,30
2671.0,109,26,175.0,55,1350,253.0,200,64,664,Aspen,1,30
2975.0,126,9,120.0,3,4763,235.0,234,130,4928,Lodgepole Pine,1,29
2775.0,148,19,335.0,101,1770,242.0,234,113,1061,Aspen,1,30
2746.0,149,18,268.0,92,1620,240.0,236,119,912,Aspen,1,30
2743.0,148,19,255.0,89,1590,242.0,235,114,883,Aspen,1,30
2717.0,108,16,201.0,79,1500,246.0,220,98,794,Aspen,1,30
2751.0,136,14,277.0,77,1680,241.0,234,119,967,Aspen,1,30
2739.0,131,14,242.0,75,1620,242.0,232,116,908,Aspen,1,30
2733.0,133,16,228.0,79,1590,244.0,231,111,878,Aspen,1,30
2716.0,117,15,175.0,62,1500,245.0,225,105,789,Aspen,1,30
2611.0,99,14,30.0,2,1200,243.0,220,103,495,Aspen,1,30
3073.0,123,11,0.0,0,3060,239.0,231,121,5654,Spruce/Fir,1,29
3060.0,167,18,95.0,16,3251,232.0,244,136,5755,Lodgepole Pine,1,29
2899.0,120,8,162.0,19,3944,234.0,234,132,4034,Lodgepole Pine,1,12
2861.0,107,8,30.0,0,3434,234.0,231,129,3406,Lodgepole Pine,1,23
2853.0,351,3,0.0,0,3342,214.0,234,158,3287,Lodgepole Pine,1,23
2785.0,202,8,134.0,18,2429,217.0,247,165,1860,Lodgepole Pine,1,12
2723.0,127,16,190.0,69,1560,245.0,228,108,845,Aspen,1,30
2656.0,110,23,85.0,35,1350,252.0,208,72,636,Aspen,1,30
3064.0,194,10,30.0,4,3111,218.0,249,164,5721,Spruce/Fir,1,20
3050.0,167,16,67.0,6,3229,231.0,244,140,5783,Lodgepole Pine,1,29
3004.0,141,13,124.0,3,3500,239.0,236,124,5934,Lodgepole Pine,1,29
2952.0,58,10,201.0,16,3736,228.0,218,123,6078,Lodgepole Pine,1,29
3034.0,68,12,362.0,43,5550,232.0,216,114,5100,Spruce/Fir,1,29
2703.0,130,20,127.0,49,1500,248.0,225,97,780,Aspen,1,30
2685.0,128,23,95.0,31,1440,251.0,218,81,722,Aspen,1,30
2661.0,119,25,67.0,23,1380,253.0,210,70,663,Aspen,1,30
3057.0,101,4,0.0,0,3069,226.0,234,144,5740,Spruce/Fir,1,20
3050.0,139,13,30.0,-3,3127,240.0,235,123,5770,Spruce/Fir,1,20
3060.0,342,5,495.0,69,5700,209.0,232,161,5139,Spruce/Fir,1,12
2945.0,49,14,0.0,0,4671,225.0,208,114,4737,Spruce/Fir,1,23
2704.0,123,18,124.0,40,1530,247.0,224,99,797,Aspen,1,30
2676.0,129,24,67.0,22,1440,251.0,217,79,713,Aspen,1,30
2621.0,81,14,0.0,0,1290,238.0,214,103,571,Aspen,1,30
3060.0,45,13,30.0,3,3046,223.0,211,120,5768,Spruce/Fir,1,29
2975.0,136,15,124.0,7,3543,243.0,232,114,6039,Lodgepole Pine,1,29
3067.0,21,4,518.0,76,5739,217.0,231,151,5125,Spruce/Fir,1,12
2719.0,128,16,150.0,45,1621,244.0,229,109,874,Aspen,1,30
2638.0,86,15,0.0,0,1351,241.0,213,98,618,Aspen,1,30
2700.0,115,19,67.0,26,1533,249.0,218,90,779,Aspen,1,30
2673.0,108,22,42.0,9,1473,251.0,208,72,721,Aspen,1,30
2654.0,71,11,0.0,0,1413,233.0,218,115,664,Aspen,1,30
2664.0,50,12,0.0,0,1445,225.0,214,122,684,Aspen,1,30
3050.0,80,8,360.0,59,5638,231.0,225,127,4978,Spruce/Fir,1,29
2858.0,125,8,268.0,7,3288,233.0,235,134,3034,Lodgepole Pine,1,12
2854.0,163,9,285.0,5,3246,229.0,243,146,2974,Lodgepole Pine,1,12
3047.0,56,11,95.0,29,3182,227.0,218,123,5994,Spruce/Fir,1,29
2873.0,351,6,201.0,11,3459,210.0,230,159,3242,Lodgepole Pine,1,12
2680.0,23,12,0.0,0,1511,213.0,214,136,730,Aspen,1,29
2676.0,9,14,30.0,2,1481,204.0,212,144,700,Aspen,1,29
2678.0,9,15,42.0,7,1421,202.0,209,142,641,Aspen,1,29
2839.0,120,9,190.0,23,3055,236.0,233,128,2612,Lodgepole Pine,1,12
2792.0,86,7,228.0,4,2862,230.0,229,132,2282,Lodgepole Pine,1,12
3103.0,74,11,201.0,49,2870,233.0,219,116,5920,Spruce/Fir,1,29
2995.0,6,14,201.0,13,5167,202.0,213,146,4670,Lodgepole Pine,1,29
2702.0,90,1,0.0,0,1727,221.0,236,151,932,Lodgepole Pine,1,20
2991.0,282,8,268.0,32,5024,198.0,241,182,4582,Spruce/Fir,1,29
3004.0,31,6,180.0,13,5222,219.0,228,145,4624,Lodgepole Pine,1,29
2919.0,117,6,150.0,0,3903,231.0,234,136,6349,Lodgepole Pine,1,20
2945.0,258,14,376.0,45,5535,186.0,247,199,5134,Lodgepole Pine,1,29
3054.0,270,1,390.0,63,5742,215.0,239,161,4830,Lodgepole Pine,1,12
2978.0,75,5,295.0,50,4847,227.0,230,137,4455,Spruce/Fir,1,29
2915.0,81,8,0.0,0,4345,231.0,226,128,4260,Lodgepole Pine,1,23
2756.0,30,4,150.0,2,2571,218.0,231,149,1770,Lodgepole Pine,1,12
2717.0,155,4,0.0,0,2037,224.0,240,150,1230,Lodgepole Pine,1,20
2928.0,315,1,150.0,23,4194,215.0,237,160,4050,Lodgepole Pine,1,29
2770.0,95,3,258.0,7,2813,224.0,235,147,2011,Lodgepole Pine,1,12
2656.0,77,23,283.0,-23,1320,242.0,190,66,518,Lodgepole Pine,1,30
2750.0,124,5,150.0,9,2370,229.0,236,140,1565,Lodgepole Pine,1,12
2907.0,45,7,350.0,13,4041,222.0,225,138,3783,Lodgepole Pine,1,29
2781.0,65,13,42.0,6,3162,232.0,214,112,2465,Lodgepole Pine,1,20
2715.0,203,5,124.0,-1,1920,217.0,245,164,1120,Lodgepole Pine,1,12
2968.0,338,11,216.0,23,3426,196.0,225,167,6508,Spruce/Fir,1,20
2739.0,130,8,134.0,26,2160,234.0,236,133,1366,Lodgepole Pine,1,12
2922.0,129,3,218.0,18,4283,225.0,237,147,4027,Lodgepole Pine,1,29
2792.0,101,6,108.0,29,3180,230.0,232,135,2442,Lodgepole Pine,1,12
3064.0,90,8,371.0,23,2822,232.0,228,129,6357,Spruce/Fir,1,29
3041.0,243,14,513.0,50,5911,192.0,250,195,4636,Lodgepole Pine,1,29
2888.0,32,8,470.0,72,3700,219.0,224,141,3164,Lodgepole Pine,1,12
3080.0,180,1,247.0,39,2715,219.0,239,157,6347,Spruce/Fir,1,29
2613.0,132,27,170.0,55,1260,251.0,215,73,558,Lodgepole Pine,1,30
2978.0,135,4,108.0,13,3247,226.0,238,146,6576,Spruce/Fir,1,29
2952.0,353,12,0.0,0,4928,200.0,219,157,4105,Spruce/Fir,1,20
2773.0,81,14,108.0,24,3019,238.0,215,106,2338,Lodgepole Pine,1,12
3057.0,90,8,390.0,16,2783,232.0,228,129,6452,Spruce/Fir,1,29
3064.0,45,16,228.0,60,5623,223.0,203,110,4361,Lodgepole Pine,1,29
2742.0,174,9,268.0,23,2455,226.0,245,152,1725,Lodgepole Pine,1,12
2677.0,167,16,85.0,9,1680,231.0,244,140,953,Lodgepole Pine,1,12
2567.0,140,18,60.0,9,1110,244.0,232,110,492,Lodgepole Pine,1,30
2739.0,142,6,228.0,20,2465,229.0,239,143,1761,Lodgepole Pine,1,12
3001.0,267,14,641.0,101,5749,182.0,245,201,4570,Lodgepole Pine,1,29
3014.0,5,27,95.0,54,4950,169.5,186,123,3973,Spruce/Fir,1,29
2584.0,343,13,150.0,39,812,192.0,219,165,480,Lodgepole Pine,1,29
2902.0,104,6,558.0,89,3643,230.0,233,136,3107,Lodgepole Pine,1,12
3047.0,155,9,424.0,85,2760,231.0,241,142,6661,Spruce/Fir,1,29
2909.0,212,6,212.0,50,4092,215.0,246,168,3586,Lodgepole Pine,1,30
2910.0,198,5,234.0,51,4063,218.0,244,161,3556,Lodgepole Pine,1,30
3011.0,108,10,212.0,36,2912,237.0,229,122,6632,Spruce/Fir,1,29
2998.0,68,8,124.0,23,2987,228.0,225,130,6557,Spruce/Fir,1,29
3011.0,263,12,674.0,111,5753,189.0,246,196,4386,Lodgepole Pine,1,29
3008.0,24,12,309.0,36,5353,213.0,214,135,3950,Spruce/Fir,1,20
3004.0,18,10,192.0,29,5232,212.0,219,143,3899,Spruce/Fir,1,29
3031.0,81,6,513.0,27,5542,228.0,230,136,4002,Spruce/Fir,1,29
2939.0,288,5,379.0,39,5448,207.0,239,171,4506,Lodgepole Pine,1,29
2949.0,277,12,437.0,49,5506,186.0,242,195,4471,Lodgepole Pine,1,29
3028.0,323,9,242.0,53,5079,196.0,230,174,3771,Spruce/Fir,1,29
2900.0,315,1,90.0,0,5152,216.0,237,159,4667,Lodgepole Pine,1,16
2932.0,96,7,247.0,17,3861,232.0,229,129,5585,Lodgepole Pine,1,29
2909.0,72,5,324.0,5,4554,226.0,230,138,5006,Lodgepole Pine,1,19
2909.0,0,3,350.0,5,4582,215.0,233,156,4985,Lodgepole Pine,1,19
2900.0,180,3,300.0,-2,4725,220.0,241,156,4880,Lodgepole Pine,1,8
2867.0,143,12,437.0,114,3363,237.0,237,129,2963,Lodgepole Pine,1,12
3047.0,356,10,618.0,75,5664,204.0,222,156,3811,Spruce/Fir,1,29
2617.0,15,14,30.0,0,1652,207.0,211,139,1383,Lodgepole Pine,1,29
2998.0,340,7,108.0,16,2978,205.0,230,163,6224,Lodgepole Pine,1,29
2962.0,276,7,497.0,47,3610,201.0,242,179,5658,Lodgepole Pine,1,20
2759.0,160,12,120.0,35,2782,233.0,242,139,2462,Lodgepole Pine,1,30
2646.0,9,27,60.0,9,1771,169.5,186,112,1518,Lodgepole Pine,1,29
3027.0,217,17,700.0,117,5844,201.0,254,185,4011,Lodgepole Pine,1,29
2963.0,121,13,175.0,0,4557,241.0,229,116,3360,Lodgepole Pine,1,29
2919.0,117,15,175.0,33,4375,244.0,225,106,3311,Spruce/Fir,1,29
2690.0,343,24,120.0,34,1816,169.5,195,165,1645,Lodgepole Pine,1,29
2660.0,3,9,297.0,60,1307,207.0,222,152,1249,Lodgepole Pine,1,29
2955.0,235,21,451.0,55,5590,180.0,253,205,4074,Lodgepole Pine,1,29
2953.0,120,13,134.0,3,4518,241.0,229,115,3297,Lodgepole Pine,1,29
2887.0,124,17,95.0,13,4252,246.0,226,102,3273,Spruce/Fir,1,29
3014.0,338,8,150.0,23,2888,202.0,228,165,6169,Lodgepole Pine,1,29
2995.0,62,11,484.0,17,3209,230.0,216,118,5849,Spruce/Fir,1,29
2965.0,142,6,0.0,0,4778,229.0,239,143,3283,Spruce/Fir,1,29
2982.0,47,9,437.0,-7,3387,223.0,220,131,5641,Lodgepole Pine,1,20
2739.0,311,10,270.0,80,1765,193.0,233,180,1742,Lodgepole Pine,1,29
2983.0,5,5,400.0,-6,3406,213.0,230,154,5600,Lodgepole Pine,1,20
2916.0,243,3,335.0,16,5442,213.0,242,166,4030,Lodgepole Pine,1,23
3047.0,135,3,762.5,117,5900,224.0,238,149,3591,Spruce/Fir,1,29
2751.0,270,2,0.0,0,3068,214.0,239,163,2912,Spruce/Fir,1,23
2690.0,318,7,514.0,78,967,202.0,234,171,1310,Lodgepole Pine,1,12
2599.0,89,10,30.0,-1,558,235.0,224,120,1233,Lodgepole Pine,1,20
2919.0,264,7,408.0,19,5490,202.0,244,181,3945,Lodgepole Pine,1,29
2975.0,253,12,616.0,59,5780,193.0,248,193,3739,Lodgepole Pine,1,29
2617.0,83,9,127.0,16,573,233.0,224,122,1290,Lodgepole Pine,1,12
2574.0,92,7,0.0,0,408,232.0,229,129,1318,Lodgepole Pine,1,20
2939.0,19,11,60.0,7,3980,212.0,217,141,5016,Lodgepole Pine,1,20
2915.0,45,10,60.0,0,4397,223.0,218,129,3018,Spruce/Fir,1,29
2765.0,41,5,0.0,0,3263,221.0,229,144,3107,Spruce/Fir,1,23
2784.0,348,13,170.0,37,2758,194.0,217,161,2687,Lodgepole Pine,1,29
2850.0,108,22,42.0,14,3976,251.0,210,76,2971,Spruce/Fir,1,30
2919.0,236,7,350.0,16,5470,208.0,246,176,3853,Lodgepole Pine,1,23
2995.0,233,14,638.0,89,5932,196.0,252,191,3487,Lodgepole Pine,1,29
2817.0,32,15,390.0,74,2561,216.0,207,124,2613,Lodgepole Pine,1,29
2932.0,18,2,485.0,13,4326,217.0,234,154,4597,Lodgepole Pine,1,23
2826.0,11,7,366.0,73,2648,213.0,225,150,2704,Lodgepole Pine,1,29
2795.0,47,10,451.0,95,2260,224.0,219,129,2389,Lodgepole Pine,1,29
2760.0,62,5,547.0,66,1842,224.0,230,142,2079,Lodgepole Pine,1,12
2700.0,76,9,433.0,-15,1124,231.0,224,126,1691,Lodgepole Pine,1,12
3001.0,238,9,592.0,92,5966,204.0,248,181,3379,Lodgepole Pine,1,29
2699.0,165,3,390.0,2,908,222.0,240,154,1670,Lodgepole Pine,1,12
2730.0,79,6,270.0,14,1353,228.0,229,135,1883,Lodgepole Pine,1,12
2655.0,82,8,384.0,104,607,232.0,225,126,1634,Lodgepole Pine,1,12
2644.0,46,14,319.0,93,518,224.0,209,116,1624,Lodgepole Pine,1,12
2998.0,252,12,553.0,89,5940,193.0,248,193,3271,Lodgepole Pine,1,29
2854.0,28,8,446.0,99,2791,217.0,223,141,2912,Lodgepole Pine,1,12
2809.0,63,8,458.0,36,2251,228.0,223,128,2486,Lodgepole Pine,1,12
2633.0,94,19,258.0,82,454,246.0,208,84,1651,Lodgepole Pine,1,12
2588.0,152,10,182.0,47,277,233.0,240,138,1654,Lodgepole Pine,1,30
2811.0,84,10,433.0,38,2250,234.0,224,121,2506,Lodgepole Pine,1,12
2926.0,208,15,300.0,20,5633,208.0,253,176,3446,Lodgepole Pine,1,23
2839.0,71,14,488.0,66,2370,235.0,213,107,2616,Lodgepole Pine,1,12
2689.0,179,11,210.0,2,932,225.0,247,153,1851,Lodgepole Pine,1,30
3015.0,66,19,335.0,22,3777,235.0,199,88,4847,Lodgepole Pine,1,29
2995.0,62,14,362.0,5,3836,231.0,211,109,4795,Lodgepole Pine,1,29
2938.0,159,7,285.0,22,4891,228.0,242,146,2656,Lodgepole Pine,1,30
2929.0,130,8,150.0,17,4651,233.0,236,135,2590,Lodgepole Pine,1,22
2851.0,107,11,458.0,78,2402,238.0,227,119,2698,Lodgepole Pine,1,30
2949.0,122,14,379.0,28,5131,242.0,229,113,2714,Lodgepole Pine,1,22
2596.0,33,14,335.0,66,150,216.0,209,125,1321,Lodgepole Pine,1,29
2939.0,45,8,306.0,26,4602,223.0,222,134,4080,Lodgepole Pine,1,29
2805.0,44,17,170.0,32,1902,222.0,200,108,2436,Lodgepole Pine,1,12
3074.0,52,9,42.0,4,3105,225.0,221,130,5353,Spruce/Fir,1,29
2932.0,54,16,283.0,117,3578,228.0,203,104,2418,Lodgepole Pine,1,29
2868.0,29,20,95.0,33,3369,209.0,192,112,2468,Spruce/Fir,1,23
2864.0,128,8,451.0,63,2741,234.0,235,133,2713,Lodgepole Pine,1,12
2946.0,352,14,170.0,35,4298,195.0,216,158,2352,Lodgepole Pine,1,30
3021.0,25,12,564.0,21,3847,213.0,213,134,4662,Spruce/Fir,1,29
3018.0,49,14,631.0,22,3936,225.0,208,114,4569,Lodgepole Pine,1,29
2863.0,193,6,390.0,62,2869,220.0,245,161,2577,Lodgepole Pine,1,12
2978.0,156,6,524.0,61,5532,228.0,241,147,2688,Lodgepole Pine,1,30
2945.0,63,12,324.0,110,3561,230.0,215,116,2278,Lodgepole Pine,1,29
2618.0,7,18,170.0,47,458,196.0,202,140,1866,Lodgepole Pine,1,29
2968.0,120,9,365.0,51,5386,236.0,232,127,2557,Lodgepole Pine,1,30
2734.0,93,5,277.0,16,1645,228.0,232,138,2445,Lodgepole Pine,1,12
2728.0,83,11,277.0,19,1587,236.0,220,114,2416,Lodgepole Pine,1,12
2762.0,190,5,30.0,-3,1972,220.0,244,159,2647,Lodgepole Pine,1,30
2922.0,270,5,120.0,9,4843,207.0,241,173,3582,Lodgepole Pine,1,23
2926.0,61,11,90.0,9,5123,229.0,218,121,2375,Lodgepole Pine,1,19
2962.0,346,6,518.0,45,5549,209.0,231,160,2514,Lodgepole Pine,1,30
2624.0,183,27,60.0,22,1195,215.0,245,145,2374,Lodgepole Pine,1,30
2917.0,107,5,210.0,33,3413,229.0,234,139,2125,Lodgepole Pine,1,12
2644.0,345,3,85.0,-4,509,214.0,235,159,1426,Lodgepole Pine,1,12
2645.0,45,4,134.0,-3,467,221.0,230,145,1368,Lodgepole Pine,1,12
3024.0,24,16,297.0,26,4116,210.0,204,127,4161,Spruce/Fir,1,29
2651.0,40,14,242.0,4,641,220.0,208,119,1783,Lodgepole Pine,1,12
2936.0,231,7,285.0,30,5773,210.0,246,174,2571,Lodgepole Pine,1,30
2813.0,127,14,60.0,12,2845,243.0,230,112,2313,Aspen,1,29
2617.0,344,19,30.0,6,1307,178.0,206,165,2506,Lodgepole Pine,1,29
2952.0,281,5,212.0,33,4824,206.0,240,173,2022,Lodgepole Pine,1,29
2968.0,286,17,283.0,41,4735,171.0,237,206,1992,Lodgepole Pine,1,29
2992.0,228,6,458.0,79,4439,211.0,246,172,1919,Lodgepole Pine,1,12
2976.0,124,9,277.0,39,4173,235.0,234,129,1891,Lodgepole Pine,1,12
2796.0,131,9,0.0,0,2794,235.0,235,132,2323,Aspen,1,29
2955.0,311,9,421.0,49,5660,196.0,234,177,2428,Lodgepole Pine,1,30
2917.0,175,13,30.0,0,3707,227.0,247,149,1907,Spruce/Fir,1,12
2821.0,72,20,90.0,20,2889,238.0,198,82,2247,Aspen,1,29
2794.0,179,20,124.0,29,2629,224.0,247,147,2408,Lodgepole Pine,1,30
2661.0,266,4,67.0,4,631,210.0,241,169,1499,Lodgepole Pine,1,23
2793.0,119,17,30.0,-2,2810,247.0,222,97,2274,Aspen,1,29
2976.0,315,19,319.0,58,4779,169.5,220,194,1917,Lodgepole Pine,1,29
2807.0,115,21,85.0,11,2876,251.0,214,81,2215,Aspen,1,29
3109.0,87,13,446.0,16,3469,239.0,218,108,4669,Lodgepole Pine,1,29
3109.0,53,7,362.0,42,3774,224.0,224,134,4310,Spruce/Fir,1,29
2792.0,109,19,67.0,8,2856,249.0,214,85,2208,Aspen,1,29
2775.0,121,16,30.0,-3,2799,246.0,225,103,2244,Aspen,1,29
3113.0,14,13,376.0,23,3684,207.0,213,141,4380,Spruce/Fir,1,29
2919.0,341,9,467.0,3,4830,202.0,228,164,3187,Spruce/Fir,1,23
2757.0,129,12,0.0,0,2751,240.0,232,120,2259,Aspen,1,29
2952.0,41,14,335.0,13,4604,221.0,208,119,3375,Spruce/Fir,1,23
2764.0,91,15,42.0,7,2789,242.0,216,100,2216,Aspen,1,29
2753.0,109,19,60.0,-3,2771,248.0,216,88,2213,Aspen,1,29
2744.0,122,19,30.0,1,2742,248.0,222,94,2232,Aspen,1,29
2736.0,138,18,0.0,0,2714,244.0,231,109,2252,Aspen,1,29
2954.0,156,10,301.0,79,4308,232.0,242,141,1657,Lodgepole Pine,1,12
2662.0,138,23,30.0,8,2173,248.0,225,93,2588,Lodgepole Pine,1,16
2988.0,69,14,228.0,3,4298,234.0,211,106,3596,Lodgepole Pine,1,20
2965.0,72,14,361.0,6,4509,235.0,212,105,3383,Lodgepole Pine,1,29
2663.0,118,21,30.0,11,2214,250.0,217,84,2546,Lodgepole Pine,1,16
2600.0,64,10,247.0,33,277,230.0,219,122,1195,Lodgepole Pine,1,12
2942.0,71,16,499.0,3,4656,236.0,208,99,3211,Spruce/Fir,1,23
2718.0,90,18,30.0,-2,2719,244.0,209,87,2207,Aspen,1,29
2695.0,168,19,30.0,-1,2608,231.0,244,135,2291,Aspen,1,30
2669.0,31,3,342.0,17,696,219.0,233,151,1559,Lodgepole Pine,1,12
2753.0,103,20,108.0,24,2813,249.0,210,80,2123,Aspen,1,29
2721.0,101,18,42.0,13,2730,247.0,213,88,2185,Aspen,1,29
2686.0,142,10,0.0,0,2592,235.0,238,132,2293,Aspen,1,30
2676.0,119,5,0.0,0,2483,228.0,235,141,2352,Aspen,1,16
2610.0,135,6,272.0,13,323,230.0,237,141,1256,Lodgepole Pine,1,12
2706.0,137,18,60.0,-1,2714,245.0,230,106,2185,Aspen,1,29
2709.0,323,24,127.0,59,2125,169.5,208,191,2563,Lodgepole Pine,1,29
2676.0,66,3,391.0,24,883,222.0,233,147,1745,Lodgepole Pine,1,12
3201.0,70,8,331.0,59,2908,229.0,225,129,5058,Spruce/Fir,1,29
2688.0,120,7,30.0,3,2644,232.0,235,136,2227,Aspen,1,16
2685.0,11,2,30.0,4,2617,217.0,234,155,2241,Aspen,1,16
2684.0,347,6,0.0,0,2630,208.0,230,160,2215,Aspen,1,16
2714.0,329,25,127.0,45,2207,169.5,202,184,2479,Lodgepole Pine,1,29
2766.0,38,5,85.0,-3,1813,220.0,228,144,2800,Aspen,1,29
2695.0,101,10,0.0,0,2778,237.0,227,120,2101,Aspen,1,16
2690.0,35,6,0.0,0,2751,219.0,227,144,2123,Aspen,1,16
2769.0,7,9,67.0,0,1832,209.0,222,150,2780,Aspen,1,29
2795.0,126,24,153.0,23,3259,252.0,215,76,1740,Lodgepole Pine,1,29
2740.0,332,27,175.0,70,2239,169.5,194,181,2432,Lodgepole Pine,1,29
3009.0,238,7,446.0,42,5071,207.0,246,177,1631,Lodgepole Pine,1,30
2964.0,84,19,124.0,32,4607,243.0,204,83,1434,Lodgepole Pine,1,29
2783.0,332,27,255.0,114,2180,169.5,188,181,2467,Lodgepole Pine,1,29
2781.0,56,9,190.0,5,1987,226.0,222,130,2630,Aspen,1,29
2775.0,40,8,134.0,0,1940,221.0,223,137,2673,Aspen,1,29
2781.0,39,3,60.0,11,1871,220.0,232,149,2739,Aspen,1,29
2593.0,7,8,85.0,-5,335,211.0,225,151,1279,Lodgepole Pine,1,29
3149.0,120,13,150.0,33,3438,242.0,229,114,4269,Spruce/Fir,1,30
3044.0,345,5,342.0,20,4119,209.0,231,160,3538,Spruce/Fir,1,29
2919.0,76,4,228.0,6,4914,225.0,232,143,2754,Spruce/Fir,1,23
2786.0,52,11,182.0,10,2005,226.0,216,123,2609,Aspen,1,29
2780.0,13,8,124.0,4,1959,212.0,223,148,2652,Aspen,1,23
2780.0,350,9,95.0,4,1936,203.0,224,160,2674,Aspen,1,23
2872.0,79,9,0.0,0,4336,232.0,224,124,1323,Lodgepole Pine,1,23
